,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,STD,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VEF,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL
2023-09-19,3.923241,83.847443,106.506001,411.197099,1.925209,887.102509,373.823747,1.652474,1.922686,1.817316,1.952526,2.156813,117.239591,1.955805,0.402705,3037.844446,1.068159,1.45651,7.381382,5.199051,1.068174,3.9238509e-05,88.858106,14.573089,2.696291,20935.918124,2.153219,1.435953,2600.967391,0.958534,0.034234,944.626687,7.793933,4190.922182,566.431741,1.068159,28.306216,110.639433,24.444713,189.833098,7.453582,60.563453,146.437246,33.005972,16.022386,58.989103,1.0,2.415095,0.861343,0.861903,2.836022,0.861343,12.299873,0.861343,65.873488,9244.917164,8.40663,223.667662,8.354019,26.501909,7.492825,144.213481,383.800495,16441.371722,4.069585,0.861343,88.873504,1399.822485,45132.380879,145.087799,0.861343,164.997952,0.757005,157.817249,157.23135,94.756307,4400.81536,492.421351,961.405416,1419.481968,0.329805,0.890178,503.249744,21283.069834,16059.7717,345.978584,199.210909,20.220001,3.153996,0.646119,5.196594,10.960918,19.260077,4801.375054,61.525523,2243.26536,3714.256532,8.604392,47.920408,16.446663,1176.575444,18.230803,5.016611,67.561009,20.22036,829.428061,39.067891,11.50511,142.172969,1.79494,0.411237,1.068174,3.953789,3.876887,60.629781,314.866578,4.660218,7756.740621,3.889154,4.970037,117.276386,104.146562,1284.461303,4.006416,8.992672,14.548617,641.670569,11.919539,1.457399,1.299682,24.044025,21096.141904,608.315612,41.029596,22108.736516,,13887.964611,20.220275,38.471348,11.723759,3.749238,3.373279,2.555894,28.865184,7.242619,34.16667,2675.738814,39.453558,3993.174065,1.068159,40.669718,13010.177859,3583308.429196,36.07585,26047.05936,130.158645,2.975255,654.83762,0.046039,0.000553,2.886753,0.810015,655.313295,119.331742,267.440328,20.20909,9614.712231,22.032338,343.946791
2023-09-20,3.912227,83.62421,106.167063,411.513668,1.920539,884.060435,372.755874,1.654961,1.919902,1.811606,1.947222,2.151621,116.954776,1.954678,0.401518,3026.042111,1.065133,1.4527,7.363561,5.198164,1.065606,3.9272048e-05,88.701839,14.527999,2.68985,20876.601679,2.148037,1.435506,2642.594578,0.95798,0.03407,940.084282,7.76159,4162.538743,566.106116,1.065133,28.226018,109.948302,24.398462,189.295191,7.453158,60.446677,145.928532,32.911857,15.976991,58.859727,1.0,2.443042,0.85965,0.863988,2.844103,0.85965,12.275655,0.85965,65.66538,9213.3982,8.381079,222.940548,8.333439,26.436755,7.471596,143.32859,384.353351,16368.959929,4.054838,0.85965,88.49895,1395.323888,45001.858192,144.430875,0.85965,164.863721,0.755388,157.987931,156.893559,94.487594,4385.151102,488.842728,958.592503,1420.184362,0.328988,0.888088,504.995329,21249.398364,16014.270289,346.354195,198.673869,20.056589,3.14506,0.644288,5.176524,10.940245,19.251192,4787.772276,61.503321,2237.841569,3699.815778,8.586691,47.78403,16.400494,1179.636567,18.208231,4.991226,67.369593,20.056338,820.971968,38.973045,11.495935,141.922783,1.797816,0.41006,1.065606,3.980932,3.873353,60.476639,313.202341,4.613144,7753.769291,3.878137,4.971401,117.314801,102.279345,1283.48495,3.99546,8.96372,13.526352,639.728308,11.879676,1.455294,1.296,23.844051,21036.371754,605.532064,40.710424,22046.097198,,13848.521531,20.05636,38.601504,11.70623,3.738616,3.336031,2.544388,28.788195,7.225171,34.109703,2668.157717,39.356223,3990.420879,1.065133,40.650919,12989.293569,3581013.978771,35.992016,25872.074224,129.453859,2.921622,653.079967,0.046014,0.000552,2.878574,0.80814,652.394523,119.331742,266.682563,20.094157,9587.474249,22.192236,342.972307
2023-09-21,3.915792,83.692909,106.131254,412.157105,1.922565,885.408162,373.119636,1.663379,1.913667,1.820177,1.958978,2.153895,117.079956,1.955858,0.40187,3027.751566,1.06611,1.459067,7.371753,5.262744,1.066731,4.0116583e-05,88.680183,14.543596,2.692669,20895.750246,2.150289,1.436919,2649.283172,0.964493,0.034376,948.538917,7.7906,4204.203627,568.917702,1.06611,28.251907,110.548604,24.452404,189.468584,7.455257,60.501349,146.436948,32.945031,15.991646,58.902268,1.0,2.418097,0.860681,0.867206,2.86767,0.860681,12.286899,0.860681,65.725963,9227.179145,8.390377,223.356098,8.338097,26.471599,7.478449,144.544516,387.962634,16426.245218,4.067182,0.860681,88.371486,1396.603715,45032.473649,145.299953,0.860681,165.14872,0.756088,157.410817,157.091111,94.574482,4392.372221,492.063289,959.506752,1430.441966,0.329257,0.889042,508.80551,21343.516409,16137.876353,347.523839,198.710587,20.138883,3.147945,0.64488,5.175949,10.962275,19.355859,4835.346975,61.623942,2240.234662,3699.870278,8.594102,47.598201,16.419983,1164.720436,18.364912,5.00165,67.431386,20.138862,818.697499,39.009114,11.489502,141.889546,1.797445,0.410521,1.066731,3.989918,3.930208,60.568354,312.316716,4.614965,7766.52793,3.881709,4.970848,117.314347,102.452082,1289.992745,3.999099,8.964003,13.924392,640.42455,11.912129,1.457063,1.297189,24.040422,21055.666746,607.151838,40.885265,22066.318456,,13861.431751,20.138784,38.518205,11.718613,3.731384,3.360381,2.54555,28.911962,7.228524,34.273304,2670.604666,39.397821,4005.498709,1.06611,40.696027,13006.538208,3600265.801923,36.126741,25933.118609,129.858044,2.917813,657.026071,0.045488,0.000555,2.881214,0.808912,656.19918,119.331742,266.8739,20.219192,9596.276376,22.268503,343.28689
2023-09-22,3.919791,83.777767,106.238044,413.254608,1.923023,886.825673,373.553223,1.656595,1.918253,1.81844,1.962168,2.154392,117.100038,1.960731,0.402253,3035.055472,1.067178,1.45733,7.372928,5.267491,1.067063,4.0126472e-05,88.464876,14.537179,2.693241,20916.697348,2.15078,1.439784,2662.610584,0.967295,0.034584,954.275133,7.788312,4238.320503,571.855909,1.067178,28.280229,110.853203,24.462829,189.659372,7.471748,60.562796,146.529076,32.90771,16.007677,58.962027,1.0,2.415068,0.867772,0.871807,2.871127,0.867772,12.309946,0.867772,68.837121,9236.429744,8.397253,223.23239,8.345923,26.498455,7.485946,144.047494,390.27824,16388.712602,4.063154,0.867772,88.687906,1398.003751,45077.617517,145.627581,0.867772,165.224674,0.756847,158.241629,157.249153,94.669809,4396.775531,492.556617,960.512796,1425.382256,0.329748,0.889186,507.03554,21364.912663,16129.906891,345.99289,198.926089,20.159408,3.151101,0.645526,5.181193,10.973267,19.41355,4802.303333,61.691505,2240.772234,3710.331487,8.595014,47.649369,16.43854,1165.896431,18.3702,5.006672,67.498983,20.159403,822.264962,39.048461,11.481955,141.546704,1.791169,0.410793,1.067063,3.993919,3.934157,60.661094,312.630323,4.613893,7765.201295,3.885638,4.979245,117.13117,102.773221,1291.285908,4.003022,8.972989,13.902829,640.436915,11.885064,1.457663,1.29849,23.844373,21076.774474,607.76203,40.964752,22088.439003,,13875.739187,20.159395,38.386802,11.72114,3.735125,3.363787,2.551094,28.998124,7.238492,34.314096,2677.551054,39.409199,4007.004389,1.067178,40.62088,13019.577277,3605483.197103,36.162957,26009.806434,129.860664,2.917135,658.092784,0.045321,0.000554,2.884103,0.809126,656.852167,119.331742,267.141482,20.013907,9605.890369,22.327462,343.631021
2023-09-23,3.919791,83.866517,106.432889,408.634306,1.916492,886.825673,372.209262,1.656595,1.918253,1.81844,1.955486,2.147055,116.701239,1.955486,0.400836,3013.615519,1.067178,1.452367,7.347819,5.249756,1.063429,4.0125731e-05,88.164426,14.487671,2.684068,20916.697348,2.143455,1.439784,2662.610584,0.967515,0.034239,944.758117,7.787244,4203.524225,569.908379,1.067178,28.280229,110.247276,24.462829,189.339561,7.471748,60.350298,146.530045,32.858418,16.007677,58.811545,1.0,2.415068,0.870763,0.871949,2.871127,0.870763,12.25503,0.870763,68.837121,9131.531978,8.368655,222.474234,8.345816,26.208787,7.485946,143.556921,390.27824,16388.712602,4.063154,0.870763,88.687906,1392.576124,45077.617517,145.627581,0.870763,164.663528,0.756847,158.241629,154.965087,94.669809,4375.29661,492.556617,960.456588,1425.382256,0.329748,0.886158,505.308765,21401.559399,15982.630568,344.814566,198.926089,20.159408,3.151101,0.645526,5.182167,10.972436,19.34789,4828.223795,61.600097,2233.140991,3712.211996,8.565823,47.649921,16.43854,1151.914814,18.3702,5.006672,67.498983,20.159403,822.264962,38.913744,11.481955,141.063322,1.791169,0.410853,1.063429,3.97796,3.92137,60.661094,306.519123,4.613893,7738.755887,3.885638,4.979245,117.25115,102.773221,1288.992776,4.003022,8.972989,13.883268,641.905694,11.885064,1.457663,1.29849,23.955199,21076.774474,607.76203,40.964752,22088.439003,,13875.25205,20.003784,38.386802,11.681222,3.735125,3.363787,2.551094,28.998124,7.21384,34.314096,2663.771761,39.274986,3993.358012,1.067178,40.483492,12985.912333,3616279.988235,36.162957,26009.806434,130.193077,2.972576,655.851563,0.045321,0.000554,2.884103,0.80637,655.851563,119.331742,267.141482,20.013907,9605.890369,22.251423,343.631021
2023-09-24,3.910854,83.678999,106.194915,407.720635,1.912207,884.842366,372.257674,1.653661,1.913964,1.807986,1.951113,2.142254,116.440305,1.957431,0.399939,3006.877335,1.064792,1.449119,7.33139,5.25518,1.061051,4.0538171e-05,87.967298,14.455278,2.678067,20869.929416,2.138663,1.435287,2656.656886,0.966082,0.034531,952.81918,7.771387,4244.304768,568.634113,1.064792,28.216996,110.000773,24.424849,188.916214,7.455784,60.21536,146.202362,32.862654,15.971885,58.680048,1.0,2.409628,0.869896,0.869845,2.864339,0.869896,12.227629,0.869896,68.682261,9111.11466,8.349943,221.976801,8.327368,26.150186,7.469208,143.23594,389.373392,16371.181876,4.053867,0.869896,88.351195,1389.462444,44976.827472,145.301505,0.869896,164.295355,0.755152,158.057698,156.950838,94.457604,4365.513824,491.455181,958.314127,1422.200563,0.32901,0.884176,504.178938,21353.707358,15946.894785,344.043591,198.475617,20.113671,3.144055,0.644082,5.17058,10.947903,19.304629,4817.428303,61.462364,2228.147881,3686.894905,8.54667,47.542756,16.40422,1149.339231,18.302289,4.991211,67.348061,20.113752,817.685674,38.826736,11.449515,140.747917,1.787614,0.409934,1.061051,3.969066,3.912602,60.503621,305.833772,4.60396,7721.452696,3.876936,4.967046,116.988987,102.538891,1286.1107,3.994071,8.952926,13.852226,637.523357,11.844271,1.454395,1.295586,23.915127,21029.647992,606.405853,40.873129,22039.051158,,13844.275455,19.959057,38.311187,11.655104,3.726773,3.356232,2.545388,28.957411,7.197711,34.228779,2671.563426,39.187171,3984.429208,1.064792,40.392974,12956.876953,3605218.092024,36.0821,25951.65075,128.95666,2.956095,654.385135,0.045222,0.000553,2.877655,0.804567,654.385135,119.331742,266.544168,19.959266,9584.43274,22.201671,342.862692
2023-09-25,3.89017,83.671547,105.882005,410.417327,1.907952,880.143001,370.71222,1.649271,1.906446,1.797968,1.946486,2.137592,116.722571,1.955484,0.399244,3012.18537,1.059137,1.445782,7.315066,5.263701,1.058644,4.0283554e-05,88.007543,14.413032,2.672114,20759.083423,2.133989,1.424661,2641.487679,0.966123,0.034676,956.834555,7.743243,4258.344675,568.673464,1.059137,28.067128,110.627372,24.351662,188.230035,7.456748,60.116114,145.699628,32.75709,15.887054,58.466728,1.0,2.400109,0.865308,0.867243,2.838673,0.865308,12.227709,0.865308,68.843678,9161.534395,8.32608,221.490144,8.278908,26.27722,7.429537,142.738329,390.523921,16323.418047,4.037732,0.865308,87.938602,1387.469351,44735.295649,145.070102,0.865308,163.457836,0.751563,157.612808,156.331679,93.956169,4365.762359,492.551694,953.223218,1418.660545,0.327358,0.882278,502.02774,21203.921267,15921.471374,344.873,197.608436,19.859237,3.127356,0.640661,5.163293,10.879986,19.272778,4768.760627,61.485214,2223.161917,3667.40003,8.524968,47.293387,16.363852,1147.570422,18.428349,4.962587,66.990356,19.858313,825.650123,38.743254,11.450472,140.81187,1.775066,0.407773,1.058634,3.992854,3.853935,60.243508,307.700054,4.60761,7721.053878,3.856342,4.966719,117.271847,100.448268,1281.55566,3.972681,8.882627,14.425616,633.699953,11.720605,1.447083,1.288705,23.788107,20917.953825,603.201043,40.498745,21921.995634,,13770.744662,19.858473,38.312173,11.634627,3.717571,3.35429,2.529483,28.830432,7.181568,34.017152,2653.137861,39.100967,3985.926886,1.059137,40.307126,12947.948697,3585120.661791,35.956333,25837.644903,128.271735,2.940395,652.833119,0.045805,0.000553,2.862371,0.804451,652.954501,119.331742,265.181414,19.891966,9533.502892,22.284157,341.041653
2023-09-26,3.882002,82.439888,106.006308,409.778559,1.904835,877.24377,369.948571,1.653499,1.905099,1.794307,1.950817,2.134,116.535107,1.953968,0.398396,3006.938683,1.05692,1.445828,7.303449,5.271597,1.056925,4.0319598e-05,87.942129,14.478226,2.667686,20715.640837,2.130409,1.428972,2637.016614,0.96797,0.034631,955.560171,7.727882,4299.552394,569.146306,1.05692,28.008392,110.607119,24.425012,187.835851,7.456938,59.98009,145.233688,32.683859,15.853807,58.384736,1.0,2.429756,0.865346,0.870168,2.822116,0.865346,12.281066,0.865346,68.75228,9147.646328,8.306783,221.120452,8.266545,26.243584,7.413989,142.15892,390.849711,16382.266989,4.043809,0.865346,88.040364,1384.565791,44654.888649,145.10448,0.865346,163.316725,0.750198,157.530294,156.26542,93.759135,4354.512199,492.472455,951.195841,1431.397782,0.326831,0.880771,506.852608,21291.662648,15885.514647,342.511927,197.119546,20.123966,3.120811,0.63932,5.157788,10.857218,19.199234,4771.99549,61.492917,2219.583319,3674.128122,8.513875,47.249573,16.340265,1154.686635,18.546322,4.957101,66.850166,20.124028,823.922598,38.60905,11.444567,140.709598,1.777185,0.406906,1.056925,3.990402,3.835617,60.524019,307.273154,4.607866,7703.324439,3.848276,4.972278,117.28894,102.096175,1278.873746,3.96407,8.86057,14.216613,635.689335,11.632742,1.447344,1.286009,23.936395,20874.178891,601.910953,40.425071,21876.119419,,13741.962199,20.123989,38.497293,11.61021,3.699222,3.356781,2.525083,28.904444,7.169687,34.037918,2647.585414,39.036901,3983.787059,1.05692,40.306669,12920.852172,3584854.659985,35.988893,25773.005195,128.933464,2.937311,654.295108,0.046254,0.000556,2.85638,0.803149,654.759172,119.331742,264.600139,20.155577,9513.563089,22.221558,340.327954
2023-09-27,3.858377,80.887702,105.383305,408.208106,1.895138,870.853285,367.657967,1.65496,1.890875,1.783542,1.948734,2.123201,115.960653,1.955884,0.395976,2991.259279,1.050486,1.441505,7.266308,5.298334,1.051537,3.9869635e-05,87.502268,14.485272,2.654414,20589.528309,2.119684,1.418319,2622.013337,0.967372,0.034611,955.028112,7.678113,4311.510257,566.220044,1.050486,27.837883,110.668365,24.346028,186.692757,7.455741,59.669034,144.492785,32.457913,15.757292,58.034069,1.0,2.423369,0.863573,0.865679,2.810082,0.863573,12.159414,0.863573,68.281536,9086.705203,8.265637,220.001844,8.216309,26.078291,7.368855,142.486589,392.598544,16362.372089,4.03413,0.863573,87.438422,1376.136841,44369.909651,144.904277,0.863573,162.582768,0.745638,157.051878,155.419617,93.188328,4331.154268,493.045813,945.46287,1422.168808,0.324926,0.87631,504.189106,21219.819877,15794.059488,340.568406,196.073477,20.158791,3.101812,0.635429,5.121152,10.844956,19.086342,4753.449722,61.52126,2208.361371,3645.363833,8.469037,46.737159,16.235241,1137.15358,18.583257,4.945709,66.443195,20.158801,820.972508,38.374348,11.303472,140.001052,1.775768,0.404447,1.051537,3.98397,3.814842,59.884537,303.301623,4.633277,7664.843919,3.824875,4.974782,117.288906,101.970942,1273.714443,3.94006,8.792064,14.864063,631.239497,11.623718,1.442307,1.278179,23.834391,20747.101565,598.254284,40.143802,21742.942138,,13658.530029,20.158987,38.53157,11.551751,3.681954,3.336343,2.512395,28.717982,7.13778,33.868514,2636.720457,38.827664,3948.607926,1.050486,40.27321,12831.687924,3567683.486734,35.934938,25631.861773,127.872073,2.919001,653.556223,0.046581,0.000559,2.838991,0.799114,651.834941,119.331742,263.042573,20.177107,9455.628009,21.793942,338.256108
2023-09-28,3.879497,81.329513,106.678852,412.856413,1.903913,875.608845,369.72376,1.643693,1.901201,1.794345,1.960325,2.133024,116.468838,1.955402,0.39819,3007.595045,1.056223,1.447341,7.299919,5.31734,1.056439,3.9096533e-05,87.902733,14.542048,2.666455,20701.971164,2.129486,1.425215,2636.332629,0.966275,0.034657,956.303964,7.711379,4301.996355,568.818356,1.056223,27.98991,110.850529,24.340449,187.712025,7.457143,59.972375,145.444268,32.640784,15.843345,58.345947,1.0,2.423712,0.870549,0.865453,2.835956,0.870549,12.246879,0.870549,68.628111,9141.609946,8.303245,221.022265,8.269835,26.252441,7.409097,142.6192,391.925275,16351.388551,4.059002,0.870549,87.87828,1383.652154,44625.422565,144.892924,0.870549,163.442681,0.749497,157.740041,156.479545,93.697823,4356.920082,492.801859,950.562816,1424.686157,0.32651,0.880361,501.317161,21441.327592,15875.031966,342.560713,197.038642,20.158011,3.118752,0.638899,5.159617,10.897584,19.226562,4776.240476,61.50877,2218.494336,3672.674064,8.517641,47.055234,16.345026,1143.889199,18.528111,4.973225,66.806053,20.046673,821.839627,38.636427,11.332713,140.645307,1.771042,0.406631,1.056474,4.000447,3.842013,59.866625,303.927913,4.638381,7700.848333,3.84564,4.97428,117.269286,102.084039,1281.726633,3.961349,8.854904,13.696039,635.130178,11.540885,1.442907,1.285159,24.015936,20860.404721,601.518094,40.369371,21861.683979,,13732.523684,20.047197,38.644562,11.599594,3.696781,3.354039,2.530076,29.008005,7.170619,33.879201,2646.396382,39.019058,3967.15716,1.056223,40.463399,12891.201947,3596421.073315,36.184143,25771.841653,129.077027,2.942892,657.496448,0.046584,0.000566,2.854495,0.80566,655.384864,119.331742,264.42518,20.054538,9507.270585,21.946866,340.103381
2023-09-29,3.888444,82.049179,106.923491,416.474991,1.910042,878.675376,369.8346,1.646938,1.908207,1.803899,1.953695,2.139795,116.844128,1.957529,0.399116,3012.902425,1.058645,1.443545,7.322938,5.328057,1.059758,3.9332807e-05,88.006116,14.458424,2.675018,20749.433428,2.136179,1.438751,2639.201278,0.969088,0.03419,943.411521,7.723028,4312.219243,566.576269,1.058645,28.054081,110.844211,24.453741,188.142728,7.466307,60.135125,145.419727,32.648832,15.879668,58.479941,1.0,2.450498,0.866319,0.867599,2.842503,0.866319,12.275026,0.866319,68.150286,9157.275843,8.330026,221.715918,8.290511,26.312653,7.426084,143.603944,390.036827,16401.950735,4.029763,0.866319,88.055461,1386.824377,44714.503758,145.871043,0.866319,164.263046,0.751218,158.135073,156.895151,93.912766,4370.085126,493.328737,952.822641,1432.272394,0.32727,0.883149,506.310223,21495.778214,15916.721369,343.63981,197.652936,20.029959,3.125903,0.640364,5.17152,10.922569,19.340708,4787.19108,61.57925,2225.502551,3680.466587,8.548791,47.079121,16.250595,1143.336493,18.440428,4.970601,66.959216,20.029954,815.689581,38.725617,11.303788,140.813307,1.76588,0.407619,1.059748,4.00962,3.850824,59.972748,304.62537,4.632267,7734.667738,3.854566,4.981562,117.510646,103.747528,1284.665177,3.970474,8.875205,14.244535,635.568138,11.560191,1.446218,1.288106,23.869494,20908.230471,602.901958,40.56991,21911.805052,,13764.42198,20.029946,39.017444,11.641759,3.715842,3.341616,2.529473,29.020733,7.192082,34.137268,2657.198207,39.139437,3985.706351,1.058645,40.766084,12920.757241,3621070.309189,36.2671,25730.356096,129.869633,2.9566,655.251123,0.04769,0.000573,2.86104,0.808229,656.89276,119.331742,265.088402,20.032827,9529.075237,22.175587,340.883117
2023-09-30,3.888445,82.709575,106.699452,420.397841,1.91209,878.675376,371.348393,1.646938,1.908207,1.803899,1.95579,2.142089,116.969399,1.95579,0.399998,3007.784552,1.058645,1.445093,7.330962,5.340073,1.060895,3.9246138e-05,88.102547,14.473926,2.677886,20749.433428,2.138489,1.438751,2639.201278,0.969245,0.034587,954.355098,7.72197,4309.477866,567.197087,1.058645,28.054081,110.264434,24.453741,188.89903,7.466307,60.229691,145.418636,32.782432,15.879668,59.116996,1.0,2.429276,0.866789,0.867955,2.842503,0.866789,12.300937,0.866789,68.150286,9107.95322,8.338957,221.95886,8.290462,26.164866,7.426084,143.759262,390.036827,16401.950735,4.029763,0.866789,87.904593,1389.392864,44714.503758,145.871043,0.866789,164.439155,0.751218,158.135073,154.599206,93.912766,4372.97754,493.328737,952.784426,1432.272394,0.32727,0.884095,506.867397,21630.888901,15945.618101,344.008233,197.652936,20.029959,3.125903,0.640364,5.185973,10.877444,19.361901,4824.975218,61.519684,2227.888557,3679.695429,8.557956,47.078325,16.250595,1146.894109,18.440428,4.970601,66.959216,20.029954,815.689581,38.819801,11.303788,140.964276,1.76588,0.407619,1.060895,4.020679,3.87598,59.972748,306.340527,4.632167,7742.960231,3.854566,4.981562,117.279398,103.747528,1295.393347,3.970474,8.875205,14.980215,636.421834,11.560191,1.446218,1.288106,23.869163,20908.230471,602.901958,40.56991,21911.805052,,13764.286424,19.984897,39.017444,11.65424,3.715842,3.341616,2.529473,29.020733,7.199963,34.137268,2657.58635,39.181399,3989.979507,1.058645,40.80979,12942.933523,3626384.721597,36.2671,25730.356096,129.003358,2.94373,655.953631,0.04769,0.000573,2.86104,0.809096,656.89276,119.331742,265.088402,20.032827,9529.075237,22.199886,340.883117
2023-10-01,3.880039,82.530819,106.468848,419.489256,1.907958,876.775532,371.282292,1.641092,1.904083,1.813674,1.951563,2.137459,116.716599,1.951563,0.399133,3001.283978,1.056357,1.441969,7.315118,5.328577,1.058602,3.7753573e-05,87.912136,14.442644,2.672099,20704.588719,2.133867,1.433919,2633.496772,0.967121,0.034116,941.372374,7.577881,4307.473484,565.971232,1.056357,27.993449,110.026125,24.376804,188.490772,7.457185,60.099519,145.104346,32.780964,15.845349,58.98923,1.0,2.424024,0.865909,0.866408,2.836328,0.865909,12.274351,0.865909,68.002956,9088.268658,8.320935,221.479151,8.273015,26.108317,7.410034,143.448562,389.600188,16325.990747,4.021834,0.865909,87.71462,1386.390039,44617.864977,145.586609,0.865909,164.083761,0.749595,157.972849,156.560501,93.709811,4363.526443,492.262059,950.737659,1429.187236,0.326562,0.882185,505.77193,21584.139146,15911.155637,343.264745,197.228084,19.986602,3.119146,0.638979,5.174765,10.853935,19.320055,4814.547241,61.386725,2223.073534,3655.661297,8.53946,46.975864,16.214906,1144.415385,18.391592,4.959909,66.814501,19.986185,812.919435,38.735901,11.32165,140.659617,1.761966,0.406655,1.058602,4.01199,3.867603,59.900683,305.678448,4.620556,7726.22576,3.846157,4.956006,117.025928,103.522609,1292.593678,3.961864,8.856023,14.418895,632.811666,11.545607,1.444055,1.285322,23.810162,20863.042356,601.60114,40.482224,21864.448167,,13734.595057,19.941705,38.754024,11.629052,3.707812,3.334389,2.524006,29.035122,7.184402,34.078243,2651.455007,39.096718,3981.356164,1.056357,40.72159,12914.96061,3617328.418216,36.188718,25674.746368,127.88536,2.929465,654.535951,0.047777,0.000571,2.854857,0.807347,654.535951,119.331742,264.51485,19.959011,9508.413838,22.151906,340.146384
2023-10-02,3.849402,82.268046,106.112896,421.528778,1.889846,868.818079,366.811256,1.647175,1.886456,1.780625,1.945915,2.119244,115.612172,1.955051,0.395031,2981.125034,1.048031,1.438579,7.24626,5.306214,1.048529,3.8059664e-05,87.226418,14.433544,3.443937,20541.413488,2.113643,1.433377,2593.877536,0.962051,0.034509,952.220451,7.535243,4361.906272,560.337605,1.048031,27.772829,110.514987,24.433802,186.25616,7.457586,59.538738,144.442853,32.416627,15.72047,57.924431,1.0,2.384638,0.859095,0.866806,2.803461,0.859095,12.151895,0.859095,68.639604,9070.711169,8.241898,219.379336,8.208128,26.048799,7.351635,142.086883,388.90371,16288.502471,4.026578,0.859095,87.363522,1372.921004,44279.322246,146.703794,0.859095,162.295585,0.743472,157.053767,155.475582,92.970538,4330.465075,491.630613,943.22817,1420.124797,0.324125,0.873853,500.363522,21327.436553,15754.528654,340.288186,195.719828,19.828616,3.094564,0.633943,5.130115,10.820404,19.127023,4742.341618,61.519772,2202.092985,3627.7802,8.460183,46.603615,16.087434,1133.448688,18.526577,4.943595,66.287927,20.119788,803.808919,38.31556,11.381101,139.56207,1.763957,0.403461,1.048663,3.979902,3.841821,59.565386,300.653939,4.617437,7653.124315,3.815892,4.974377,117.270544,103.54915,1273.35803,3.930693,8.800807,14.171582,627.103733,11.5853,1.439408,1.275192,23.622512,20698.618282,596.851244,40.044211,21692.131951,,13626.351258,20.112007,38.823798,11.518977,3.66811,3.333088,2.504114,28.786286,7.116646,33.874261,2630.558802,38.51638,3937.827878,1.048031,40.335875,12785.981729,3586403.763264,36.07852,25524.802321,126.877485,2.906378,652.63557,0.050137,0.000574,2.832357,0.797442,649.779546,119.331742,262.374949,20.144181,9433.535796,22.047217,337.465651
2023-10-03,3.845909,81.150687,106.015254,432.909155,1.887488,867.48818,366.499225,1.659691,1.887336,1.780278,1.955689,2.11718,115.493471,1.956235,0.394723,2978.378698,1.047066,1.440191,7.237969,5.411024,1.047541,3.8193231e-05,87.1605,14.420047,3.448605,20522.489889,2.111299,1.435491,2596.723074,0.964395,0.03482,960.787551,7.533956,4416.000056,561.519993,1.047066,27.747244,110.622902,24.525527,186.503426,7.459459,59.368543,144.520717,32.376946,15.705987,57.850674,1.0,2.391182,0.863346,0.866928,2.800896,0.863346,12.161677,0.863346,68.597333,9057.119327,8.229766,219.433495,8.2013,26.019865,7.344862,140.372065,389.812378,16364.068022,4.02822,0.863346,87.14734,1371.656212,44225.436038,145.919473,0.863346,162.170833,0.742786,156.218555,155.386885,92.884698,4325.429037,493.010692,942.335682,1424.077554,0.323763,0.872942,499.548823,21386.318941,15742.634739,339.310819,195.485927,20.222509,3.091713,0.63336,5.14635,10.816257,19.09028,4745.30227,61.526506,2199.823123,3637.870128,8.448507,46.648947,16.124605,1132.925262,18.872732,4.945815,66.226861,20.150403,802.052956,38.353437,11.472554,139.460129,1.770803,0.403121,1.047451,3.971516,3.837758,59.609235,299.172898,4.62962,7632.912438,3.812384,4.97597,117.26927,105.753415,1263.808433,3.927116,8.818373,13.974138,629.27484,11.600484,1.43815,1.274017,23.782861,20679.550245,596.300899,39.980639,21672.148263,,13613.595759,20.124353,38.843308,11.506261,3.675201,3.331239,2.504843,28.841899,7.108987,33.848186,2628.134941,38.38903,3917.778533,1.047066,40.406944,12800.379452,3593930.110832,36.045282,25543.170451,127.50102,2.911743,655.907394,0.049355,0.000574,2.829748,0.796655,654.942404,119.331742,262.183596,20.222087,9424.823625,22.205836,337.154764
